model_id,prompt_uid,trajectory_type,layer_index,delta_true,delta_hat_unit,delta_hat_ols,err_unit,err_ols,abs_err_unit,abs_err_ols,competitor_switch
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::10,unstable_wrong,2,-2.078125,-7.09088134765625,-2.4662066381783974,-5.01275634765625,-0.38808163817839736,5.01275634765625,0.38808163817839736,1
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::10,unstable_wrong,3,-1.47119140625,-7.20416259765625,-2.471047504603751,-5.73297119140625,-0.9998560983537512,5.73297119140625,0.9998560983537512,1
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::10,unstable_wrong,4,-1.1455078125,-7.49957275390625,-2.567814966495302,-6.35406494140625,-1.4223071539953018,6.35406494140625,1.4223071539953018,1
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::10,unstable_wrong,5,-1.43798828125,-7.59478759765625,-2.528377780280674,-6.15679931640625,-1.0903894990306742,6.15679931640625,1.0903894990306742,0
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::10,unstable_wrong,6,-1.330810546875,-7.88726806640625,-2.432171953950088,-6.55645751953125,-1.1013614070750881,6.55645751953125,1.1013614070750881,0
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::10,unstable_wrong,7,-0.5185546875,-7.78009033203125,-2.488948668854698,-7.26153564453125,-1.970393981354698,7.26153564453125,1.970393981354698,0
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::10,unstable_wrong,8,0.3662109375,-6.96783447265625,-2.2768070690070523,-7.33404541015625,-2.6430180065070523,7.33404541015625,2.6430180065070523,0
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::10,unstable_wrong,9,-1.607421875,-6.08306884765625,-2.0093990759277007,-4.47564697265625,-0.40197720092770073,4.47564697265625,0.40197720092770073,0
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::10,unstable_wrong,10,-0.83984375,-8.05670166015625,-2.0648367589866603,-7.21685791015625,-1.2249930089866603,7.21685791015625,1.2249930089866603,1
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::10,unstable_wrong,11,-0.595703125,-7.49615478515625,-1.8629250102567572,-6.90045166015625,-1.2672218852567572,6.90045166015625,1.2672218852567572,1
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::10,unstable_wrong,12,-0.62890625,-7.44927978515625,-1.7972408599270018,-6.82037353515625,-1.1683346099270018,6.82037353515625,1.1683346099270018,1
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::10,unstable_wrong,13,0.68359375,-8.97857666015625,-1.900745149052455,-9.66217041015625,-2.584338899052455,9.66217041015625,2.584338899052455,0
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::10,unstable_wrong,14,0.796875,-7.66607666015625,-1.7081648540356291,-8.46295166015625,-2.505039854035629,8.46295166015625,2.505039854035629,1
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::10,unstable_wrong,15,0.55859375,-7.65045166015625,-1.6257403677342106,-8.20904541015625,-2.1843341177342106,8.20904541015625,2.1843341177342106,0
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::10,unstable_wrong,16,0.359375,-7.88873291015625,-1.5510291787236412,-8.24810791015625,-1.9104041787236412,8.24810791015625,1.9104041787236412,1
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::10,unstable_wrong,17,-0.296875,-8.27154541015625,-1.4183817651170822,-7.97467041015625,-1.1215067651170822,7.97467041015625,1.1215067651170822,0
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::10,unstable_wrong,18,-0.89453125,-8.92779541015625,-1.395051529483734,-8.03326416015625,-0.500520279483734,8.03326416015625,0.500520279483734,1
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::10,unstable_wrong,19,-1.38671875,-9.67779541015625,-1.2600279883713086,-8.29107666015625,0.12669076162869142,8.29107666015625,0.12669076162869142,0
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::10,unstable_wrong,20,-0.41796875,-10.16998291015625,-1.2052504931552923,-9.75201416015625,-0.7872817431552923,9.75201416015625,0.7872817431552923,1
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::10,unstable_wrong,21,-0.9453125,-10.54498291015625,-1.1596461549872195,-9.59967041015625,-0.21433365498721946,9.59967041015625,0.21433365498721946,0
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::10,unstable_wrong,22,0.2578125,-11.07232666015625,-1.069788209178839,-11.33013916015625,-1.327600709178839,11.33013916015625,1.327600709178839,0
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::10,unstable_wrong,23,1.3359375,-9.86920166015625,-0.7762156655437944,-11.20513916015625,-2.1121531655437944,11.20513916015625,2.1121531655437944,0
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::10,unstable_wrong,24,-1.4140625,-8.79107666015625,-0.5978767804409598,-7.37701416015625,0.8161857195590402,7.37701416015625,0.8161857195590402,0
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::10,unstable_wrong,25,-0.7421875,-11.54107666015625,-0.7738578022429369,-10.79888916015625,-0.031670302242936876,10.79888916015625,0.031670302242936876,0
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::10,unstable_wrong,26,0.1796875,-10.86920166015625,-0.675998161189751,-11.04888916015625,-0.855685661189751,11.04888916015625,0.855685661189751,0
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::10,unstable_wrong,27,-0.603515625,-9.94732666015625,-0.3491524632544119,-9.34381103515625,0.2543631617455881,9.34381103515625,0.2543631617455881,1
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::100,stable_correct,0,0.150390625,0.150390625,0.150390625,0.0,0.0,0.0,0.0,0
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::100,stable_correct,1,0.140625,1.128662109375,0.020049107236671415,0.988037109375,-0.12057589276332858,0.988037109375,0.12057589276332858,1
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::100,stable_correct,2,-1.38671875,0.191162109375,-0.011852798720149771,1.577880859375,1.3748659512798502,1.577880859375,1.3748659512798502,0
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::100,stable_correct,3,-1.53515625,-1.336181640625,-0.10434497517256325,0.198974609375,1.4308112748274366,0.198974609375,1.4308112748274366,0
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::100,stable_correct,4,-2.285888671875,-1.484619140625,0.07365031217559764,0.80126953125,2.3595389840505976,0.80126953125,2.3595389840505976,0
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::100,stable_correct,5,-1.203125,-2.2353515625,0.017674081166489677,-1.0322265625,1.2207990811664897,1.0322265625,1.2207990811664897,0
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::100,stable_correct,6,-0.215576171875,-1.152587890625,0.0898716838390566,-0.93701171875,0.3054478557140566,0.93701171875,0.3054478557140566,0
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::100,stable_correct,7,-0.4208984375,-0.1650390625,0.05317411823406034,0.255859375,0.4740725557340603,0.255859375,0.4740725557340603,1
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::100,stable_correct,8,-1.77783203125,-1.201416015625,-0.08707013090357466,0.576416015625,1.6907619003464254,0.576416015625,1.6907619003464254,0
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::100,stable_correct,9,1.12109375,-2.558349609375,-0.2933171601067114,-3.679443359375,-1.4144109101067115,3.679443359375,1.4144109101067115,1
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::100,stable_correct,10,0.478515625,-1.184326171875,-0.249522004380286,-1.662841796875,-0.7280376293802859,1.662841796875,0.7280376293802859,0
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::100,stable_correct,11,0.111328125,-1.826904296875,-0.3453739541860601,-1.938232421875,-0.4567020791860601,1.938232421875,0.4567020791860601,0
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::100,stable_correct,12,-0.76953125,-2.194091796875,-0.2942339300647746,-1.424560546875,0.4752973199352254,1.424560546875,0.4752973199352254,1
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::100,stable_correct,13,-1.31640625,-4.643310546875,-0.5526024490303696,-3.326904296875,0.7638038009696304,3.326904296875,0.7638038009696304,1
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::100,stable_correct,14,-1.73828125,-6.280029296875,-0.7981384981233849,-4.541748046875,0.9401427518766151,4.541748046875,0.9401427518766151,0
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::100,stable_correct,15,-1.50390625,-6.701904296875,-0.7331635392041026,-5.197998046875,0.7707427107958974,5.197998046875,0.7707427107958974,0
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::100,stable_correct,16,-1.185546875,-6.467529296875,-0.8142107854001751,-5.281982421875,0.3713360895998249,5.281982421875,0.3713360895998249,1
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::100,stable_correct,17,-0.705078125,-7.449951171875,-0.8031392463834761,-6.744873046875,-0.09806112138347611,6.744873046875,0.09806112138347611,0
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::100,stable_correct,18,-1.181640625,-6.969482421875,-0.7746175180275419,-5.787841796875,0.40702310697245814,5.787841796875,0.40702310697245814,0
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::100,stable_correct,19,-3.05859375,-7.446044921875,-0.5658270433163181,-4.387451171875,2.492766706683682,4.387451171875,2.492766706683682,0
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::100,stable_correct,20,-2.82421875,-9.322998046875,-0.7438431762167379,-6.498779296875,2.080375573783262,6.498779296875,2.080375573783262,0
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::100,stable_correct,21,0.515625,-9.088623046875,-0.7360148114767798,-9.604248046875,-1.25163981147678,9.604248046875,1.25163981147678,1
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::100,stable_correct,22,-0.515625,-6.768310546875,-0.669205551841022,-6.252685546875,-0.15358055184102204,6.252685546875,0.15358055184102204,0
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::100,stable_correct,23,0.8203125,-7.799560546875,-0.8893693392278692,-8.619873046875,-1.7096818392278692,8.619873046875,1.7096818392278692,0
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::100,stable_correct,24,2.515625,-6.463623046875,-1.067531524014272,-8.979248046875,-3.5831565240142718,8.979248046875,3.5831565240142718,0
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::100,stable_correct,25,1.625,-4.768310546875,-0.8473699172729809,-6.393310546875,-2.4723699172729807,6.393310546875,2.4723699172729807,0
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::100,stable_correct,26,-0.21875,-5.658935546875,-0.933822373309857,-5.440185546875,-0.715072373309857,5.440185546875,0.715072373309857,0
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::100,stable_correct,27,0.3046875,-7.502685546875,-0.9801798476036196,-7.807373046875,-1.2848673476036196,7.807373046875,1.2848673476036196,1
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::1000,unstable_correct,0,-2.128387451171875,-2.128387451171875,-2.128387451171875,0.0,0.0,0.0,0.0,0
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::1000,unstable_correct,1,-2.25,-5.5849609375,-1.8498596829996798,-3.3349609375,0.40014031700032016,3.3349609375,0.40014031700032016,0
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::1000,unstable_correct,2,-1.8310546875,-5.706573486328125,-1.6402475823504268,-3.875518798828125,0.19080710514957322,3.875518798828125,0.19080710514957322,1
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::1000,unstable_correct,3,-1.0166015625,-6.076690673828125,-1.6656167646205216,-5.060089111328125,-0.6490152021205216,5.060089111328125,0.6490152021205216,0
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::1000,unstable_correct,4,-0.4873046875,-5.262237548828125,-1.60319194921257,-4.774932861328125,-1.11588726171257,4.774932861328125,1.11588726171257,0
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::1000,unstable_correct,5,-1.35107421875,-4.732940673828125,-1.5252595818263854,-3.381866455078125,-0.17418536307638544,3.381866455078125,0.17418536307638544,0
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::1000,unstable_correct,6,-0.935791015625,-5.596710205078125,-1.4764967718525117,-4.660919189453125,-0.5407057562275117,4.660919189453125,0.5407057562275117,0
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::1000,unstable_correct,7,0.3193359375,-5.181427001953125,-1.498109592873016,-5.500762939453125,-1.817445530373016,5.500762939453125,1.817445530373016,0
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::1000,unstable_correct,8,1.166015625,-3.926300048828125,-1.210646684897648,-5.092315673828125,-2.376662309897648,5.092315673828125,2.376662309897648,0
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::1000,unstable_correct,9,-1.375,-3.079620361328125,-0.9855932352312299,-1.704620361328125,0.3894067647687701,1.704620361328125,0.3894067647687701,1
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::1000,unstable_correct,10,-0.15234375,-6.060089111328125,-0.9834465206403935,-5.907745361328125,-0.8311027706403935,5.907745361328125,0.8311027706403935,0
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::1000,unstable_correct,11,-0.376953125,-4.837432861328125,-0.73232264904847,-4.460479736328125,-0.35536952404847,4.460479736328125,0.35536952404847,1
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::1000,unstable_correct,12,-1.234375,-5.429229736328125,-0.7488657798270476,-4.194854736328125,0.4855092201729524,4.194854736328125,0.4855092201729524,1
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::1000,unstable_correct,13,0.18359375,-7.950714111328125,-0.9417901545063186,-8.134307861328125,-1.1253839045063185,8.134307861328125,1.1253839045063185,0
Qwen/Qwen2.5-7B-Instruct,main::plain_exam::mmlu::test::1000,unstable_correct,14,0.81640625,-6.532745361328125,-0.7863132428822949,-7.349151611328125,-1.602719492882295,7.349151611328125,1.602719492882295,0
